"cmc","oracle_text","rarity","num_printings","price"
2,"Flip X coins. For each flip you win, create a 2/2 green Sheep creature token named Rabid Sheep.","uncommon",1,0.26
6,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Flying, vigilance
Whenever Flockchaser Phantom attacks, the next spell you cast this turn has convoke.","rare",2,0.17
0,"Flood Plain enters the battlefield tapped.
{T}, Sacrifice Flood Plain: Search your library for a Plains or Island card, put it onto the battlefield, then shuffle.","uncommon",6,0.13
2,"Return target instant or sorcery card from your graveyard to your hand. Exile Flood of Recollection.","common",2,0.02
6,"Return all nonland permanents to their owners' hands. If you return four or more nontoken permanents you control this way, you may put a permanent card from your hand onto the battlefield.","rare",4,0.52
2,"Flying
{2}, Return a land you control to its owner's hand: Tap target land.","common",1,0.18
6,"Floodchaser enters the battlefield with six +1/+1 counters on it.
Floodchaser can't attack unless defending player controls an Island.
{U}, Remove a +1/+1 counter from Floodchaser: Target land becomes an Island until end of turn.","common",1,0.11
0,"{T}: Add {C}.
{G/U}, {T}: Add {G}{G}, {G}{U}, or {U}{U}.","rare",6,1.54
2,"{U}{U}, Return two Islands you control to their owner's hand: Return target creature to its owner's hand.","rare",1,1.1
0,"{T}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card, put it onto the battlefield, then shuffle.","mythic",10,46.29
4,"Green creatures can't attack unless their controller sacrifices a land for each green creature they control that's attacking. (This cost is paid as attackers are declared.)","rare",1,0.69
4,"Defender (This creature can't attack.)
When Floodgate has flying, sacrifice it.
When Floodgate leaves the battlefield, it deals damage equal to half the number of Islands you control, rounded down, to each nonblue creature without flying.","uncommon",3,0.02
1,"{3}, {T}: Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")","common",5,0.03
5,"Floodtide Serpent can't attack unless you return an enchantment you control to its owner's hand. (This cost is paid as attackers are declared.)","common",1,0.02
4,"Whenever Floral Spuzzem attacks and isn't blocked, you may destroy target artifact defending player controls. If you do, Floral Spuzzem assigns no combat damage this turn.","uncommon",1,2.41
3,"First strike
At the beginning of your postcombat main phase, look at the top X cards of your library, where X is the total amount of life your opponents lost this turn. Exile one of those cards and put the rest on the bottom of your library in a random order. You may play the exiled card this turn.","rare",5,0.61
2,"Defender
When Floriferous Vinewall enters the battlefield, look at the top six cards of your library. You may reveal a land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","common",1,0.02
5,"Whenever a -1/-1 counter is put on a creature, you may create a 1/1 green Elf Warrior creature token.","uncommon",1,0.22
1,"Whenever you cycle another card, put a +1/+1 counter on Flourishing Fox.
Cycling {1} ({1}, Discard this card: Draw a card.)","uncommon",2,0.33
6,"When Flourishing Hunter enters the battlefield, you gain life equal to the greatest toughness among other creatures you control.","common",3,0.07
2,"Choose one —
• Flourishing Strike deals 5 damage to target creature with flying.
• Target creature gets +3/+3 until end of turn.
Entwine {2}{G} (Choose both if you pay the entwine cost.)","common",1,0.02
6,"Draw a card for each Island you control.","uncommon",2,0.35
5,"Draw a card for each Island you control, then discard two cards.","uncommon",2,0.1
3,"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Flow of Maggots can't be blocked by non-Wall creatures.","rare",1,0.98
7,NA,"uncommon",1,0.04
2,"Enchant land
Enchanted land has ""{T}: Prevent the next 1 damage that would be dealt to any target this turn.""","uncommon",1,0.24
4,"Flowering Lumberknot can't attack or block unless it's paired with a creature with soulbond.","common",1,0.09
2,"Legendary creatures you control get +2/+1 and have ward {1}.
Nonlegendary creatures you control get +1/+1.","rare",5,2
3,"You may choose not to untap Flowstone Armor during your untap step.
{3}, {T}: Target creature gets +1/-1 for as long as Flowstone Armor remains tapped.","uncommon",1,0.16
3,"{1}{R}, {T}, Discard a card: Target creature gets +1/-1 and gains haste until end of turn.","common",1,0.08
4,"Whenever Flowstone Charger attacks, it gets +3/-3 until end of turn.","uncommon",1,0.1
2,"Enchant creature
{T}: Enchanted creature gets +2/-2 until end of turn.","common",1,0.05
4,"Buyback—Pay 3 life, Discard a card at random. (You may pay 3 life and discard a card at random in addition to any other costs as you cast this spell. If you do, put this card into your hand as it resolves.)
Destroy target land.","uncommon",2,0.44
4,"{R}: Flowstone Giant gets +2/-2 until end of turn.","common",1,0.11
1,"Target creature gets +2/-2 until end of turn.","common",1,0.02
3,"Menace (This creature can't be blocked except by two or more creatures.)
{R}: Flowstone Kavu gets +1/-1 until end of turn.","common",1,0.02
5,"{R}{R}: Target creature gets +1/-1 until end of turn.","rare",1,0.27
5,"{R}: Flowstone Salamander deals 1 damage to target creature blocking it.","uncommon",1,0.15
4,"All creatures get +X/-X until end of turn.","rare",4,0.22
2,"Target creature gets +1/-1 and gains haste until end of turn.","common",1,0.09
2,"Creatures you control get +1/-1.","uncommon",1,0.11
7,"{1}: Flowstone Thopter gets +1/-1 and gains flying until end of turn.","uncommon",1,0.13
3,"Defender (This creature can't attack.)
{R}: Flowstone Wall gets +1/-1 until end of turn.","common",1,0.1
2,"Cycling abilities you activate cost up to {2} less to activate.","rare",2,0.2
4,"Reach
Whenever two or more creatures your opponents control attack, Flummoxed Cyclops can't block this combat.","common",1,0.01
2,"Target creature gets -X/-X until end of turn, where X is 7 minus the number of cards in that creature's controller's hand.","uncommon",1,0.04
4,"As Fluros of Myra's Marvels enters the battlefield, choose a number greater than 0.
Whenever you cast a spell with power, toughness, or loyalty equal to the chosen number, target artifact or creature becomes an artifact creature with base power and toughness X/X until end of turn, where X is the chosen number.
Partner","rare",4,0.05
5,"Create two 2/3 red Minotaur creature tokens with haste.","common",2,0.03
3,"Create X 1/1 white Bird Soldier creature tokens with flying, where X is the number of attacking creatures.","uncommon",1,0.33
1,"Counter target instant or sorcery spell unless its controller pays {1}.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)","rare",8,20.73
2,"As long as you control an artifact or enchantment, Flutterfox has flying.","common",2,0.05
3,"Defender, flying
{1}, {T}: Put a +1/+1 counter on each creature with a tail target player controls. Stare down up to one target creature until end of turn. (It can't attack or block as long as you're looking directly at it.)","mythic",1,40
3,"Each player discards any number of cards, then draws that many cards.
Draw a card.","common",2,0.28
3,"Whenever you cast a noncreature spell, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)","uncommon",2,0.46
4,"Flying
Whenever you cast an instant or sorcery spell, you may switch Fluxcharger's power and toughness until end of turn.","uncommon",1,0.06
1,"Enchant creature
Enchanted creature has flying and ""Whenever this creature deals combat damage to a player, venture into the dungeon."" (Enter the first room or advance to the next room.)","uncommon",1,0.05
5,"Flycatcher Giraffid enters the battlefield with your choice of a vigilance counter or a reach counter on it.","common",1,0.01
1,"Flying","special",2,1.83
2,"Vigilance
{T}: Add one mana of any color. Activate only if Flywheel Racer is a creature.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)","common",1,0.02
0,"Visit — Put a +1/+1 counter on target creature you control. That creature gains vigilance until end of turn.","common",4,0.08
4,"{4}, {T}, Sacrifice a creature: Fodder Cannon deals 4 damage to target creature.","uncommon",4,0.07
4,"As an additional cost to cast this spell, sacrifice a Goblin.
Target creature gets -5/-5 until end of turn. Fodder Launch deals 5 damage to that creature's controller.","uncommon",1,0.25
3,"{T}, Discard a card: Fodder Tosser deals 2 damage to target player or planeswalker.","common",1,0.03
7,"Flying
When Foe-Razer Regent enters the battlefield, you may have it fight target creature you don't control.
Whenever a creature you control fights, put two +1/+1 counters on it at the beginning of the next end step.","rare",5,0.18
1,"Prevent all combat damage that would be dealt this turn.","common",28,20
2,"Defender, flying
Prevent all combat damage that would be dealt to and dealt by Fog Bank.","uncommon",10,0.13
3,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Fog Elemental attacks or blocks, sacrifice it at end of combat.","uncommon",5,0.1
2,"Cast this spell only during the declare blockers step.
Attacking creatures become blocked. (This spell works on creatures that can't be blocked.)","common",1,0.18
2,"Flying
{B}: Regenerate Fog of Gnats.","common",1,0.14
3,"You gain 1 life for each creature on the battlefield. Prevent all combat damage that would be dealt this turn by creatures with power 3 or less.","common",1,0.02
3,"Enchant creature
Enchanted creature is a Spirit and can't attack or block. (It loses all other creature types.)","common",2,0.19
4,"You may discard an Island card and another card rather than pay this spell's mana cost.
Counter target spell.","common",4,0.36
4,"Counter target spell. If that spell is countered this way, its controller may put a creature card from their hand onto the battlefield.","uncommon",1,0.13
2,"Commander creatures you own have ""Whenever you cast a spell that shares a creature type with this creature, draw a card. This ability triggers only once each turn.""","mythic",2,4.5
3,"You gain 1 life for each creature you control.
Flashback {1}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","common",1,0.16
1,"Whenever Folk of An-Havva blocks, it gets +2/+0 until end of turn.","common",2,0.1
5,"Enchant creature
At the beginning of your upkeep, create a token that's a copy of enchanted creature.","rare",2,1.7
5,"","common",2,0.01
1,"{1}{G}, Sacrifice Font of Fertility: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.","common",4,0.12
2,"{1}{U}, Sacrifice Font of Fortunes: Draw two cards.","common",1,0.04
2,"{3}{R}, Sacrifice Font of Ire: It deals 5 damage to target player or planeswalker.","common",1,0.02
4,"Instant and sorcery spells you cast cost {1} less to cast for each time you've cast a commander from the command zone this game.","mythic",3,0.3
4,"At the beginning of each player's draw step, that player draws two additional cards.","rare",3,13.62
1,"Font of Progress enters the battlefield with two oil counters on it.
{3}, {T}: Target player mills X cards, where X is the number of oil counters on Font of Progress.","uncommon",1,0.02
2,"{3}{B}, Sacrifice Font of Return: Return up to three target creature cards from your graveyard to your hand.","common",1,0.03
2,"{2}{W}, Sacrifice Font of Vigor: You gain 7 life.","common",1,0.02
3,"Exile a creature you control: Add X mana of any one color, where X is 1 plus the exiled creature's mana value. Spend this mana only to cast creature spells.","mythic",7,14.75
4,"When Food Coma enters the battlefield, exile target creature an opponent controls until Food Coma leaves the battlefield. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")","uncommon",1,0.13
5,"Enchant creature
When enchanted creature dies, return that card to the battlefield under your control.
When Fool's Demise is put into a graveyard from the battlefield, return Fool's Demise to its owner's hand.","uncommon",2,0.24
4,"{2}, {T}: Draw a card. Activate only if you have no cards in hand.","rare",2,0.12
3,"Put any number of target creature cards from your graveyard on top of your library.
Draw a card.","common",2,0.4
1,"Enchant land
Enchanted land has ""{T}: Target creature gains trample and haste until end of turn.""
Cycling {1} ({1}, Discard this card: Draw a card.)","uncommon",2,1.4
1,"Protection from Goblins
Morph {W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)","common",1,0.1
1,"When Footlight Fiend dies, it deals 1 damage to any target.","common",1,0.06
3,"Return target creature card from your graveyard to the battlefield. Sacrifice that creature at the beginning of the next end step.","uncommon",1,4.19
0,"When you set this scheme in motion, for each opponent, create a 3/3 black Horror creature token that attacks that player each combat if able.","common",1,0.86
3,"Choose a creature type. Look at the top six cards of your library. You may reveal any number of cards of the chosen type from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in a random order.
Flashback {3}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","rare",2,4.1
4,"Creatures you control get +2/+2 and gain vigilance and lifelink until end of turn.","rare",2,0.18
1,"Target creature gets +2/+2 until end of turn. If you control four or more creatures, that creature gets +4/+4 until end of turn instead.","common",1,0.02
4,"Amass Orcs 2. When you do, Foray of Orcs deals X damage to target creature an opponent controls, where X is the amassed Army's power. (To amass Orcs 2, put two +1/+1 counters on an Army you control. It's also an Orc. If you don't control an Army, create a 0/0 black Orc Army creature token first.)","uncommon",3,0.2
3,"Look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard.
Flashback {6}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","common",11,0.09
5,"If you would draw a card, return a card from your graveyard to your hand instead. If you can't, you lose the game.
If a card would be put into your graveyard from anywhere, exile that card instead.","rare",2,0.75
2,"Create a 1/1 red Dinosaur creature token with haste and a 1/1 white Human Soldier creature token.","common",2,0.35
4,"Sacrifice a nontoken permanent. If you do, target opponent loses 2 life unless that player sacrifices a permanent or discards a card. You may repeat this process any number of times.","rare",1,1.87
3,"When Forbidding Spirit enters the battlefield, until your next turn, creatures can't attack you or planeswalkers you control unless their controller pays {2} for each of those creatures.","uncommon",2,0.17
0,"Forbidding Watchtower enters the battlefield tapped.
{T}: Add {W}.
{1}{W}: Forbidding Watchtower becomes a 1/5 white Soldier creature until end of turn. It's still a land.","uncommon",4,0.2
2,"Return target creature to its owner's hand.
Ferocious — If you control a creature with power 4 or greater, you may draw a card. If you do, discard a card.","common",1,0.02
4,"If damage would be dealt to you, put that many depletion counters on Force Bubble instead.
When there are four or more depletion counters on Force Bubble, sacrifice it.
At the beginning of each end step, remove all depletion counters from Force Bubble.","rare",1,0.21
3,"Counter target spell unless its controller pays {1}.
Draw a card at the beginning of the next turn's upkeep.","uncommon",1,0.19
3,"If it's not your turn, you may exile a black card from your hand rather than pay this spell's mana cost.
Destroy all creatures that entered the battlefield this turn.","rare",1,2.68
6,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
At the beginning of your upkeep, Force of Nature deals 8 damage to you unless you pay {G}{G}{G}{G}.","rare",20,59.25
3,"If it's not your turn, you may exile a red card from your hand rather than pay this spell's mana cost.
Create two 3/1 red Elemental creature tokens with trample and haste. Sacrifice those tokens at the beginning of your next upkeep.","rare",1,0.11
3,"Trample","rare",2,0.31
4,"If it's not your turn, you may exile a white card from your hand rather than pay this spell's mana cost.
Flash
Creatures you control get +1/+1.","rare",1,0.57
5,"You may pay 1 life and exile a blue card from your hand rather than pay this spell's mana cost.
Counter target spell.","mythic",16,50.14
1,"Enchant creature
At the beginning of your upkeep, put a +1/+1 counter on enchanted creature.","common",1,0.14
6,"Whenever an opponent casts a spell, that player draws seven cards.","rare",4,0.4
2,"Put target creature with flying on the bottom of its owner's library.","common",1,0.02
3,"Destroy all creatures with mana value X or less.","rare",1,0.83
2,"Enchant creature
Enchanted creature can't attack.
{2}{W}: Return Forced Worship to its owner's hand.","common",3,0.08
5,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)
Counter target spell.","common",1,0.03
2,"{T}: Return target card from an opponent's graveyard to their hand. Put a +1/+1 counter on target creature.","uncommon",1,0.19
3,"Equipped creature gets +3/+0 and has vigilance and trample.
Whenever equipped creature dies, attach Forebear's Blade to target creature you control.
Equip {3}","uncommon",5,0.09
3,"Target player draws two cards and loses 2 life.
Adamant — If at least three black mana was spent to cast this spell, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")","common",1,0.08
0,"As Foreboding Ruins enters the battlefield, you may reveal a Swamp or Mountain card from your hand. If you don't, Foreboding Ruins enters the battlefield tapped.
{T}: Add {B} or {R}.","rare",16,0.15
3,NA,"uncommon",2,0.14
2,"Devoid (This card has no color.)
{1}: Target colorless creature gains haste until end of turn.","uncommon",2,0.11
3,"When Forerunner of the Coalition enters the battlefield, you may search your library for a Pirate card, reveal it, then shuffle and put that card on top.
Whenever another Pirate enters the battlefield under your control, each opponent loses 1 life.","uncommon",1,0.44
4,"When Forerunner of the Empire enters the battlefield, you may search your library for a Dinosaur card, reveal it, then shuffle and put that card on top.
Whenever a Dinosaur enters the battlefield under your control, you may have Forerunner of the Empire deal 1 damage to each creature.","uncommon",1,1.17
4,"When Forerunner of the Heralds enters the battlefield, you may search your library for a Merfolk card, reveal it, then shuffle and put that card on top.
Whenever another Merfolk enters the battlefield under your control, put a +1/+1 counter on Forerunner of the Heralds.","uncommon",1,0.28
3,"When Forerunner of the Legion enters the battlefield, you may search your library for a Vampire card, reveal it, then shuffle and put that card on top.
Whenever another Vampire enters the battlefield under your control, target creature gets +1/+1 until end of turn.","uncommon",1,0.58
4,"Scry 4, then draw two cards.","common",3,0.09
2,"Choose a card name, then target opponent mills a card. If a card with the chosen name was milled this way, you draw a card.
Draw a card at the beginning of the next turn's upkeep.","uncommon",1,0.21
2,"Search your library for three cards, exile them, then shuffle.
Draw a card at the beginning of the next turn's upkeep.","common",2,0.17
NA,NA,"common",14,3.48
2,"","common",1,35.19
5,"At the beginning of your upkeep, sacrifice Forethought Amulet unless you pay {3}.
If an instant or sorcery source would deal 3 or more damage to you, it deals 2 damage to you instead.","rare",1,23.69
2,"Put any number of target creature cards from your graveyard on top of your library.
Draw a card.","common",1,0.11
2,"Prevent all damage that would be dealt to creatures this turn.","common",1,0.08
3,"When Forge Anew enters the battlefield, return target Equipment card from your graveyard to the battlefield.
As long as it's your turn, you may activate equip abilities any time you could cast an instant.
You may pay {0} rather than pay the equip cost of the first equip ability you activate during each of your turns.","rare",5,1.13
5,"As an additional cost to cast this spell, sacrifice an artifact.
Put X +1/+1 counters on target creature, where X is the sacrificed artifact's mana value.","uncommon",1,0.09
4,"Whenever you sacrifice one or more other creatures, Forge Boss deals 2 damage to each opponent. This ability triggers only once each turn.","uncommon",1,0.04
0,"{T}: Add {C}.
{T}: Choose target commander that entered the battlefield this turn. Put a +1/+1 counter on it if it's a creature and a loyalty counter on it if it's a planeswalker.","common",3,0.15
4,"Menace
Ward—Sacrifice a creature.
Forge, Neverwinter Charlatan gets +2/+0 for each Treasure you control.
Whenever one or more players sacrifice one or more creatures, you create a tapped Treasure token. This ability triggers only once each turn.","rare",1,10.99
4,"Constellation — Whenever Forgeborn Oreads or another enchantment enters the battlefield under your control, Forgeborn Oreads deals 1 damage to any target.","uncommon",1,0.18
3,"Whenever another creature or artifact you control is put into a graveyard from the battlefield, put an oil counter on Forgehammer Centurion.
Whenever Forgehammer Centurion attacks, you may remove two oil counters from it. When you do, target creature can't block this turn.","common",1,0.01
2,"Target player discards two cards, then draws as many cards as they discarded this way.","rare",3,0.21
3,"Look at the top five cards of your library. You may reveal any number of artifact cards from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in a random order.","uncommon",1,0.07
3,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Create a Treasure token.
III — Search your library for a card named Halvar, God of Battle or an Equipment card, reveal it, put it into your hand, then shuffle.","uncommon",2,3.17
4,"Whenever a player casts a spell, you may put a +1/+1 counter on Forgotten Ancient.
At the beginning of your upkeep, you may move any number of +1/+1 counters from Forgotten Ancient onto other creatures.","rare",15,1.04
0,"Forgotten Cave enters the battlefield tapped.
{T}: Add {R}.
Cycling {R} ({R}, Discard this card: Draw a card.)","uncommon",25,0.11
2,"At the beginning of your upkeep, you may exile a land card from your graveyard. If you do, put a +1/+1 counter on target creature.","rare",1,0.18
0,"{T}: Add {C}.
Other Caves you control have ""{T}, Pay 1 life: Add one mana of any color.""","uncommon",1,0.11
4,"Forgotten Sentinel enters the battlefield tapped.","common",1,0.01
4,"Foriysian Brigade can block an additional creature each combat.","uncommon",1,0.22
4,"Flash (You may cast this spell any time you could cast an instant.)
Defender
Foriysian Interceptor can block an additional creature each combat.","common",1,0.08
3,"{T}: Add {R}.
{4}{R}: Foriysian Totem becomes a 4/4 red Giant artifact creature with trample until end of turn.
As long as Foriysian Totem is a creature, it can block an additional creature each combat.","uncommon",1,0.2
2,"Search your library for up to two basic land cards and reveal them. Put one into your hand and the other into your graveyard. Then shuffle.","common",1,0.05
1,"Forked Bolt deals 2 damage divided as you choose among one or two targets.","common",2,0.24
5,"Soulshift 4, soulshift 4 (When this creature dies, you may return up to two target Spirit cards with mana value 4 or less from your graveyard to your hand.)","uncommon",1,0.22
4,"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Inspired — Whenever Forlorn Pseudamma becomes untapped, you may pay {2}{B}. If you do, create a 2/2 black Zombie enchantment creature token.","uncommon",1,0.08
5,"When this enchantment enters the battlefield, you gain 7 life. You become a card until you leave your library or that library is shuffled. Put yourself seventh from the top, balancing the cards on top of you on your head.
When you draw yourself, you win the game.
When one or more cards fall off your head, exile them and all cards on your head, then sacrifice this enchantment.","rare",2,0.04
6,"When Form of the Dinosaur enters the battlefield, your life total becomes 15.
At the beginning of your upkeep, Form of the Dinosaur deals 15 damage to target creature an opponent controls and that creature deals damage equal to its power to you.","rare",2,0.12
5,"When Form of the Mulldrifter enters the battlefield, draw two cards.
You may cast creature cards from your hand as though they were the card Mulldrifter. (You can still evoke this way. They're Mulldrifters.)","rare",2,0.32
1,"As Form of the Squirrel enters the battlefield, create a 1/1 green Squirrel creature token. You lose the game when that creature leaves the battlefield.
Creatures can't attack you.
You have shroud.
You can't cast spells.","rare",1,5.7
2,"Target creature gains banding until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
Draw a card at the beginning of the next turn's upkeep.","rare",1,0.68
4,"Manifest the top card of your library, then put a +1/+1 counter on it. (To manifest a card, put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)","common",4,0.01
0,"Forsaken City doesn't untap during your untap step.
At the beginning of your upkeep, you may exile a card from your hand. If you do, untap Forsaken City.
{T}: Add one mana of any color.","rare",2,0.25
4,"When Forsaken Drifters dies, mill four cards.","common",1,0.06
5,"Colorless creatures you control get +2/+2.
Whenever you tap a permanent for {C}, add an additional {C}.
Whenever you cast a colorless spell, you gain 2 life.","mythic",6,4.95
3,"Players can't gain life.
At the beginning of each player's upkeep, that player loses 1 life.
Whenever Forsaken Wastes becomes the target of a spell, that spell's controller loses 5 life.","rare",2,1.75
2,"Create X 2/2 red Human Knight creature tokens with trample and haste.
Whenever one or more creatures you control deal combat damage to one or more players this turn, you become the monarch.","rare",3,25.21
2,"Defender","common",1,0.12
0,"As Fortified Village enters the battlefield, you may reveal a Forest or Plains card from your hand. If you don't, Fortified Village enters the battlefield tapped.
{T}: Add {G} or {W}.","rare",17,0.11
3,"Choose one —
• Creatures you control get +2/+0 until end of turn.
• Creatures you control get +0/+2 until end of turn.","common",7,0.03
1,"You gain 2 life. Target creature gets +X/+X until end of turn, where X is the amount of life you gained this turn.","uncommon",1,0.04
3,"Creatures you control get +0/+1.
When Fortifying Provisions enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")","common",2,0.1
2,"Enchant creature
Sacrifice a Forest: Regenerate enchanted creature.
When Fortitude is put into a graveyard from the battlefield, return Fortitude to its owner's hand.","common",1,0.29
4,"","common",2,0.03
5,"Whenever Fortress Cyclops attacks, it gets +3/+0 until end of turn.
Whenever Fortress Cyclops blocks, it gets +0/+3 until end of turn.","uncommon",1,0.04
5,"Choose a nonland permanent you don't control, then each other player chooses a nonland permanent they don't control that hasn't been chosen this way. Destroy all other nonland permanents.","rare",2,0.23
0,"Visit — Scry 1.","common",6,0.07
5,"Damage that would reduce your life total to less than 1 reduces it to 1 instead.
Morph {R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)","rare",2,0.25
1,"Return a card at random from your graveyard to your hand, then reorder your graveyard as you choose.","uncommon",1,0.21
4,"Whenever a creature you control dies, you may pay {1}. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest into your graveyard.","rare",2,0.18
3,"When Foul Emissary enters the battlefield, look at the top four cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
When you sacrifice Foul Emissary while casting a spell with emerge, create a 3/2 colorless Eldrazi Horror creature token.","uncommon",1,0.04
2,"Flying
When Foul Imp enters the battlefield, you lose 2 life.","common",8,0.06
2,"Destroy target creature with power 2 or less. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")","uncommon",2,0.03
3,"Enchant creature
Enchanted creature gets -1/-1 and has ""{T}: Target creature gets -1/-1 until end of turn.""","uncommon",1,0.1
4,"Return target creature card from your graveyard to your hand. Target creature gets -X/-X until end of turn, where X is the toughness of the card returned this way.","rare",1,0.13
3,"As an additional cost to cast this spell, you may reveal a Dragon card from your hand.
Target player sacrifices a creature. If you revealed a Dragon card or controlled a Dragon as you cast this spell, you gain 4 life.","common",2,0.06
1,"Target opponent loses 1 life for each attacking creature you control. You gain that much life.","common",1,0.26
1,NA,"uncommon",5,0.14
4,"When Foundation Breaker enters the battlefield, you may destroy target artifact or enchantment.
Evoke {1}{G} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)","uncommon",1,0.26
2,"Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.)
I — You may cast an instant or sorcery spell with mana value 1 or 2 from your hand without paying its mana cost.
II — Target player mills four cards.
III — Exile target instant or sorcery card from your graveyard. Copy it. You may cast the copy.","uncommon",1,0.1
5,"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)","common",1,0.03
3,"As an additional cost to cast this spell, sacrifice a permanent.
Foundry Helix deals 4 damage to any target. If the sacrificed permanent was an artifact, you gain 4 life.","common",1,0.02
3,"Artifact spells you cast cost {1} less to cast.","common",9,0.12
0,"{T}: Add {C}.
{5}, {T}, Sacrifice Foundry of the Consuls: Create two 1/1 colorless Thopter artifact creature tokens with flying.","uncommon",3,0.16
5,"Artifacts and enchantments you control have shroud. (They can't be the targets of spells or abilities.)","rare",2,1.36
0,"Fountain of Cho enters the battlefield tapped.
{T}: Put a storage counter on Fountain of Cho.
{T}, Remove any number of storage counters from Fountain of Cho: Add {W} for each storage counter removed this way.","uncommon",1,0.3
3,"{T}: Add one mana of any color.
{3}: Fountain of Ichor becomes a 3/3 Dinosaur artifact creature until end of turn.","common",1,0.07
1,"At the beginning of your upkeep, you gain 1 life.
{3}, Sacrifice Fountain of Renewal: Draw a card.","uncommon",2,0.47
0,"{2}, {T}: You gain 1 life.","uncommon",10,0.26
3,"Vanishing 4 (This enchantment enters the battlefield with four time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
At the beginning of your precombat main phase, draw a card.","rare",4,0.59
3,"Enchant creature
Enchanted creature loses all abilities and is a Bird creature with base power and toughness 1/1.","common",1,0.11
3,"Untap target attacking creature. Prevent all combat damage that would be dealt to and dealt by that creature this turn.
Draw a card at the beginning of the next turn's upkeep.","common",2,0.15
6,"{R/G}{R/G}{R/G}: Foxfire Oak gets +3/+0 until end of turn.","common",1,0.05
2,"Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it.","common",1,0.02
3,"{G}, {T}: Return target card with a ½ on it from your graveyard to your hand.","rare",1,0.37
2,"Enchant creature
Whenever enchanted creature becomes the target of a spell or ability, that spell or ability's controller gains control of that creature. (This effect lasts indefinitely.)","uncommon",1,0.14
2,"{T}: Add {C}.
{T}: Roll the planar die. Activate only as a sorcery.","common",4,0.09
3,"Each opponent mills fourteen cards.
Cycling {1}{U} ({1}{U}, Discard this card: Draw a card.)
When you cycle Fractured Sanity, each opponent mills four cards.","rare",4,0.73
5,"Destroy all artifacts and enchantments. You gain 2 life for each permanent destroyed this way.","rare",3,2.32
2,"Choose an artist. Tap all untapped permanents with art by that artist or untap all tapped permanents with art by that artist.","common",1,0.1
2,"Flying
Francisco, Fowl Marauder can't block.
Whenever one or more Pirates you control deal damage to a player, Francisco explores.
Partner (You can have two commanders if they both have partner.)","rare",2,1.45
2,"As Frankenstein's Monster enters the battlefield, exile X creature cards from your graveyard. If you can't, put Frankenstein's Monster into its owner's graveyard instead of onto the battlefield. For each creature card exiled this way, Frankenstein's Monster enters the battlefield with a +2/+0, +1/+1, or +0/+2 counter on it.","rare",1,12.08
